zfID;zfName;Human_gene_name;ID;Entrez
ENSDARG00000093777;BX547993.1;NA;NA;NA
ENSDARG00000092587;CU861651.2;NA;NA;NA
ENSDARG00000095627;c1qc;C1QC;ENSG00000159189;      714
ENSDARG00000111440;pimr194;NA;NA;NA
ENSDARG00000104353;nop58;NOP58;ENSG00000055044;    51602
ENSDARG00000045789;srgap1b;SRGAP1;ENSG00000196935;    57522
ENSDARG00000094133;wu:fc21g02;NA;NA;NA
ENSDARG00000068250;si:ch211-151h10.2;NA;NA;NA
ENSDARG00000039136;cox16;COX16;ENSG00000133983;    51241
ENSDARG00000003751;lats1;LATS1;ENSG00000131023;     9113
ENSDARG00000027234;ift88;IFT88;ENSG00000032742;     8100
ENSDARG00000096713;CR388040.1;NA;NA;NA
ENSDARG00000030125;sox7;PINX1;ENSG00000258724;    54984
ENSDARG00000030125;sox7;SOX7;ENSG00000171056;    83595
ENSDARG00000005095;glcea;GLCE;ENSG00000138604;    26035
ENSDARG00000077361;bptf;BPTF;ENSG00000171634;     2186
ENSDARG00000062967;kcng4a;KCNG4;ENSG00000168418;    93107
ENSDARG00000024775;si:ch211-129c21.1;SEMA4A;ENSG00000196189;    64218
ENSDARG00000090052;si:dkey-165a24.9;NA;NA;NA
ENSDARG00000025046;AL935186.1;SEPT14;ENSG00000154997;   346288
ENSDARG00000025046;AL935186.1;SEPT1;ENSG00000180096;     1731
ENSDARG00000096765;pimr124;NA;NA;NA
ENSDARG00000056279;ccdc157;CCDC157;ENSG00000187860;   550631
ENSDARG00000060236;dok7;DOK7;ENSG00000175920;   285489
ENSDARG00000104634;BX957336.1;NA;NA;NA
ENSDARG00000036044;rps20;NA;NA;NA
ENSDARG00000024314;herpud1;HERPUD1;ENSG00000051108;     9709
ENSDARG00000105288;si:ch211-79l17.1;KIAA0355;ENSG00000166398;     9710
ENSDARG00000076659;cdca7b;CDCA7L;ENSG00000164649;    55536
ENSDARG00000061169;larp1b;LARP1B;ENSG00000138709;    55132
ENSDARG00000037553;il1rapl2;IL1RAPL2;ENSG00000189108;    26280
ENSDARG00000037889;wnt9b;WNT9B;ENSG00000158955;     7484
ENSDARG00000017093;emc8;EMC8;ENSG00000131148;    10328
ENSDARG00000014556;serpinb1l3;SERPINB8;ENSG00000166401;     5271
ENSDARG00000011152;rpp14;RPP14;ENSG00000163684;    11102
ENSDARG00000070041;zgc:153920;PLEKHS1;ENSG00000148735;    79949
ENSDARG00000046142;si:ch211-170d8.5;FCER2;ENSG00000104921;     2208
ENSDARG00000046142;si:ch211-170d8.5;CD209;ENSG00000090659;    30835
ENSDARG00000046142;si:ch211-170d8.5;CLEC4G;ENSG00000182566;   339390
ENSDARG00000046142;si:ch211-170d8.5;CLEC6A;ENSG00000205846;    93978
ENSDARG00000046142;si:ch211-170d8.5;ASGR2;ENSG00000161944;      433
ENSDARG00000046142;si:ch211-170d8.5;CLEC4M;ENSG00000104938;    10332
ENSDARG00000046142;si:ch211-170d8.5;CD207;ENSG00000116031;    50489
ENSDARG00000046142;si:ch211-170d8.5;CLEC4A;ENSG00000111729;    50856
ENSDARG00000054754;hs6st1a;HS6ST1;ENSG00000136720;     9394
ENSDARG00000012495;mphosph10;MPHOSPH10;ENSG00000124383;    10199
ENSDARG00000071026;mllt11;MLLT11;ENSG00000213190;    10962
ENSDARG00000092413;FP103004.1;NA;NA;NA
ENSDARG00000033104;tmc2a;TMC2;ENSG00000149488;   117532
ENSDARG00000044943;npepps;NPEPPS;ENSG00000141279;     9520
ENSDARG00000016855;sf3b5;SF3B5;ENSG00000169976;    83443
ENSDARG00000099798;mon2;MON2;ENSG00000061987;    23041
ENSDARG00000078455;best4;BEST4;ENSG00000142959;   266675
ENSDARG00000053528;nog3;NOG;ENSG00000183691;     9241
ENSDARG00000095238;CR759887.2;NA;NA;NA
ENSDARG00000041976;il17a/f3;IL17F;ENSG00000112116;   112744
ENSDARG00000116567;pimr3;NA;NA;NA
ENSDARG00000097643;CU138509.1;NA;NA;NA
ENSDARG00000096683;CU565528.1;NA;NA;NA
ENSDARG00000075916;zgc:66472;ZFP92;ENSG00000189420;   139735
ENSDARG00000075916;zgc:66472;ZNF282;ENSG00000170265;     8427
ENSDARG00000075916;zgc:66472;ZNF689;ENSG00000156853;   115509
ENSDARG00000075916;zgc:66472;ZNF420;ENSG00000197050;   147923
ENSDARG00000075916;zgc:66472;ZNF594;ENSG00000180626;    84622
ENSDARG00000075916;zgc:66472;ZNF764;ENSG00000169951;    92595
ENSDARG00000075916;zgc:66472;AC002310.5;ENSG00000261459;NA
ENSDARG00000075916;zgc:66472;ZNF747;ENSG00000169955;    65988
ENSDARG00000075916;zgc:66472;AC002310.4;ENSG00000260869;NA
ENSDARG00000075916;zgc:66472;CTCFL;ENSG00000124092;   140690
ENSDARG00000075916;zgc:66472;ZNF275;ENSG00000063587;    10838
ENSDARG00000075916;zgc:66472;ZNF347;ENSG00000197937;    84671
ENSDARG00000075916;zgc:66472;ZNF574;ENSG00000105732;    64763
ENSDARG00000075916;zgc:66472;ZNF107;ENSG00000196247;    51427
ENSDARG00000075916;zgc:66472;ZNF785;ENSG00000197162;   146540
ENSDARG00000075916;zgc:66472;ZNF473;ENSG00000142528;    25888
ENSDARG00000075916;zgc:66472;ZNF184;ENSG00000096654;     7738
ENSDARG00000075916;zgc:66472;ZNF84;ENSG00000198040;     7637
ENSDARG00000075916;zgc:66472;ZNF208;ENSG00000160321;     7757
ENSDARG00000075916;zgc:66472;ZNF688;ENSG00000229809;   146542
ENSDARG00000075916;zgc:66472;ZNF91;ENSG00000167232;     7644
ENSDARG00000075916;zgc:66472;ZNF845;ENSG00000213799;    91664
ENSDARG00000075916;zgc:66472;ZNF48;ENSG00000180035;   197407
ENSDARG00000075916;zgc:66472;AC010615.4;ENSG00000269237;NA
ENSDARG00000075916;zgc:66472;ZNF729;ENSG00000196350;100287226
ENSDARG00000075916;zgc:66472;ZNF99;ENSG00000213973;     7652
ENSDARG00000075916;zgc:66472;ZNF569;ENSG00000196437;   148266
ENSDARG00000075916;zgc:66472;ZNF160;ENSG00000170949;    90338
ENSDARG00000075916;zgc:66472;ZNF665;ENSG00000197497;    79788
ENSDARG00000075916;zgc:66472;ZNF181;ENSG00000197841;   339318
ENSDARG00000075916;zgc:66472;ZNF302;ENSG00000089335;    55900
ENSDARG00000075916;zgc:66472;ZNF497;ENSG00000174586;   162968
ENSDARG00000063684;ppm1h;PPM1J;ENSG00000155367;   333926
ENSDARG00000063684;ppm1h;PPM1H;ENSG00000111110;    57460
ENSDARG00000063684;ppm1h;PPM1N;ENSG00000213889;   147699
ENSDARG00000063684;ppm1h;PPM1M;ENSG00000164088;   132160
ENSDARG00000063684;ppm1h;PP2D1;ENSG00000183977;   151649
ENSDARG00000025904;tecrb;TECR;ENSG00000099797;     9524
ENSDARG00000074915;etaa1;ETAA1;ENSG00000143971;    54465
ENSDARG00000089697;nfe2l2b;NA;NA;NA
ENSDARG00000052746;grinab;NA;NA;NA
ENSDARG00000053713;ccdc88c;CCDC88C;ENSG00000015133;   440193
ENSDARG00000002402;ercc3;ERCC3;ENSG00000163161;     2071
ENSDARG00000012248;rgma;RGMA;ENSG00000182175;    56963
ENSDARG00000076950;kel;MME;ENSG00000196549;     4311
ENSDARG00000075036;si:ch211-225k7.6;NA;NA;NA
ENSDARG00000062974;itga2.2;ITGA2;ENSG00000164171;     3673
ENSDARG00000070284;sft2d3;SFT2D3;ENSG00000173349;    84826
ENSDARG00000099849;ebf3a;EBF1;ENSG00000164330;     1879
ENSDARG00000070173;gria2a;GRIA2;ENSG00000120251;     2891
ENSDARG00000003251;zbtb22b;ZBTB22;ENSG00000236104;     9278
ENSDARG00000102624;kif22;KIF22;ENSG00000079616;     3835
ENSDARG00000069640;vegfc;VEGFC;ENSG00000150630;     7424
ENSDARG00000015310;pitpnbl;NA;NA;NA
ENSDARG00000006609;map2k2a;AC011005.1;ENSG00000230626;NA
ENSDARG00000006609;map2k2a;MAP2K2;ENSG00000126934;     5605
ENSDARG00000055470;cdc16;CDC16;ENSG00000130177;     8881
ENSDARG00000070229;zgc:158258;C1orf116;ENSG00000182795;    79098
ENSDARG00000102635;znf1037;NA;NA;NA
ENSDARG00000094558;si:dkeyp-53e4.1;NA;NA;NA
ENSDARG00000036279;lamc1;NA;NA;NA
ENSDARG00000112993;efnb3a;EFNB3;ENSG00000108947;     1949
ENSDARG00000086626;im:7147486;NA;NA;NA
ENSDARG00000061201;acsf2;ACSF2;ENSG00000167107;    80221
ENSDARG00000028793;nlk2;NLK;ENSG00000087095;    51701
ENSDARG00000058683;pimr204;NA;NA;NA
ENSDARG00000041394;dnajb1b;DNAJB1;ENSG00000132002;     3337
ENSDARG00000041394;dnajb1b;DNAJB8;ENSG00000179407;   165721
ENSDARG00000041394;dnajb1b;DNAJB7;ENSG00000172404;   150353
ENSDARG00000003087;ubxn6;UBXN6;ENSG00000167671;    80700
ENSDARG00000100412;si:ch211-171l17.14;NA;NA;NA
ENSDARG00000095042;CU468826.1;NA;NA;NA
ENSDARG00000037556;st3gal5;ST3GAL5;ENSG00000115525;     8869
ENSDARG00000076127;gabrb1;NA;NA;NA
ENSDARG00000038574;scg2b;SCG2;ENSG00000171951;     7857
ENSDARG00000034897;rps10;RPS10-NUDT3;ENSG00000270800;100529239
ENSDARG00000034897;rps10;RPS10;ENSG00000124614;     6204
ENSDARG00000077053;ppfia3;PPFIA3;ENSG00000177380;     8541
ENSDARG00000025073;rpl18a;RPL18A;ENSG00000105640;     6142
ENSDARG00000086877;mhc1zda;NA;NA;NA
ENSDARG00000094244;BX085193.3;NA;NA;NA
ENSDARG00000097962;BX571762.2;NA;NA;NA
ENSDARG00000097576;zgc:92912;NA;NA;NA
ENSDARG00000086265;bsnd;BSND;ENSG00000162399;     7809
ENSDARG00000062983;fbxo18;FBH1;ENSG00000134452;    84893
ENSDARG00000014324;sh2d5;HP1BP3;ENSG00000127483;    50809
ENSDARG00000097296;BX571762.1;NA;NA;NA
ENSDARG00000058630;zgc:162472;BDP1;ENSG00000145734;    55814
ENSDARG00000058160;tnfaip2b;TNFAIP2;ENSG00000185215;     7127
ENSDARG00000011640;syt5b;NA;NA;NA
ENSDARG00000074316;itga1;ITGA1;ENSG00000213949;     3672
ENSDARG00000062977;samd13;SAMD13;ENSG00000203943;   148418
ENSDARG00000059987;dnah12;DNAH12;ENSG00000174844;   201625
ENSDARG00000075107;nkx2.4a;NKX2-4;ENSG00000125816;   644524
ENSDARG00000095735;si:ch211-271e10.1;NA;NA;NA
ENSDARG00000011855;aak1a;AAK1;ENSG00000115977;    22848
ENSDARG00000088290;foxj1b;NA;NA;NA
ENSDARG00000097244;zgc:174263;NA;NA;NA
ENSDARG00000006399;ywhae1;YWHAE;ENSG00000108953;     7531
ENSDARG00000024874;dock4b;DOCK4;ENSG00000128512;     9732
ENSDARG00000031049;igsf21a;IGSF21;ENSG00000117154;    84966
ENSDARG00000104999;CT027980.1;NA;NA;NA
ENSDARG00000069507;mettl27;METTL27;ENSG00000165171;   155368
ENSDARG00000077644;zgc:172079;NA;NA;NA
ENSDARG00000028541;si:ch211-121a2.4;NA;NA;NA
ENSDARG00000069954;kcnq5a;KCNQ5;ENSG00000185760;    56479
ENSDARG00000062199;si:dkey-217l24.1;GSE1;ENSG00000131149;    23199
ENSDARG00000016363;her8a;NA;NA;NA
ENSDARG00000092360;si:ch211-51h9.6;C22orf39;ENSG00000242259;   128977
ENSDARG00000094853;si:ch211-147m20.3;NA;NA;NA
ENSDARG00000076027;kif5c;NA;NA;NA
ENSDARG00000037378;qdprb1;QDPR;ENSG00000151552;     5860
ENSDARG00000027552;mapk1;MAPK1;ENSG00000100030;     5594
ENSDARG00000043608;eif4ebp1;EIF4EBP1;ENSG00000187840;     1978
ENSDARG00000051768;fhod1;FHOD1;ENSG00000135723;    29109
ENSDARG00000071205;tmem170b;TMEM170B;ENSG00000205269;100113407
ENSDARG00000095731;BX890591.1;NA;NA;NA
ENSDARG00000055175;c1qtnf6a;C1QTNF6;ENSG00000133466;   114904
ENSDARG00000101323;trnau1apa;TRNAU1AP;ENSG00000180098;    54952
ENSDARG00000079886;otulinb;OTULIN;ENSG00000154124;    90268
ENSDARG00000054539;lrp10;LRP10;ENSG00000197324;    26020
ENSDARG00000092022;si:dkey-256e7.8;NA;NA;NA
ENSDARG00000095134;si:dkey-250k15.9;CEACAM16;ENSG00000213892;   388551
ENSDARG00000095134;si:dkey-250k15.9;CEACAM18;ENSG00000213822;   729767
ENSDARG00000095134;si:dkey-250k15.9;CEACAM20;ENSG00000273777;   125931
ENSDARG00000095134;si:dkey-250k15.9;CEACAM19;ENSG00000186567;    56971
ENSDARG00000076554;cdkn1a;CDKN1A;ENSG00000124762;     1026
ENSDARG00000075203;zgc:195212;C11orf80;ENSG00000173715;    79703
ENSDARG00000076425;lrrc29;LRRC29;ENSG00000125122;    26231
ENSDARG00000104710;psip1a;PSIP1;ENSG00000164985;    11168
ENSDARG00000079623;ubtd1b;UBTD1;ENSG00000165886;    80019
ENSDARG00000010042;dnm1a;DNM1;ENSG00000106976;     1759
ENSDARG00000077812;slc5a3b;SLC5A3;ENSG00000198743;     6526
ENSDARG00000000189;sema6e;SEMA6C;ENSG00000143434;    10500
ENSDARG00000101632;cyp2k20;CYP2C8;ENSG00000138115;     1558
ENSDARG00000101632;cyp2k20;CYP2J2;ENSG00000134716;     1573
ENSDARG00000101632;cyp2k20;CYP2C18;ENSG00000108242;     1562
ENSDARG00000101632;cyp2k20;AL583836.1;ENSG00000276490;NA
ENSDARG00000101632;cyp2k20;CYP2C19;ENSG00000165841;     1557
ENSDARG00000101632;cyp2k20;CYP2C9;ENSG00000138109;     1559
ENSDARG00000087741;asb14b;ASB14;ENSG00000239388;   142686
ENSDARG00000044073;fuca2;FUCA2;ENSG00000001036;     2519
ENSDARG00000044339;rp2;RP2;ENSG00000102218;     6102
ENSDARG00000062973;ttll7;TTLL7;ENSG00000137941;    79739
ENSDARG00000074070;irx5b;IRX5;ENSG00000176842;    10265
ENSDARG00000054723;si:ch211-242b18.1;PDE4DIP;ENSG00000178104;     9659
ENSDARG00000041317;rangap1a;RANGAP1;ENSG00000100401;     5905
ENSDARG00000101320;si:dkey-50i6.5;THAP3;ENSG00000041988;    90326
ENSDARG00000101320;si:dkey-50i6.5;THAP6;ENSG00000174796;   152815
ENSDARG00000101320;si:dkey-50i6.5;AC073612.1;ENSG00000258064;NA
ENSDARG00000101320;si:dkey-50i6.5;THAP2;ENSG00000173451;    83591
ENSDARG00000092513;pku300;NA;NA;NA
ENSDARG00000040632;v2rx1;TAS1R1;ENSG00000173662;    80835
ENSDARG00000076241;txlnbb;TXLNB;ENSG00000164440;   167838
ENSDARG00000010312;cp;NA;NA;NA
ENSDARG00000002235;mmp14a;MMP14;ENSG00000157227;     4323
ENSDARG00000014946;angpt2a;ANGPT2;ENSG00000091879;      285
ENSDARG00000095081;CU657976.1;NA;NA;NA
ENSDARG00000003210;si:ch73-86n2.1;NA;NA;NA
ENSDARG00000105787;si:dkeyp-3f10.11;NA;NA;NA
ENSDARG00000011648;snrpd1;SNRPD1;ENSG00000167088;     6632
ENSDARG00000105789;or137-1;NA;NA;NA
ENSDARG00000113029;si:dkey-58b18.8;NA;NA;NA
ENSDARG00000038278;ptgir;PTGIR;ENSG00000160013;     5739
ENSDARG00000093273;or137-6;NA;NA;NA
ENSDARG00000101568;CR352338.1;NA;NA;NA
ENSDARG00000045160;msrb1b;MSRB1;ENSG00000198736;    51734
ENSDARG00000022813;dnd1;DND1;ENSG00000256453;   373863
ENSDARG00000002445;prdm1a;PRDM1;ENSG00000057657;      639
ENSDARG00000046006;med20;MED20;ENSG00000124641;     9477
ENSDARG00000105704;BX649282.3;NA;NA;NA
ENSDARG00000106841;si:dkey-58b18.9;NA;NA;NA
ENSDARG00000089435;macf1b;NA;NA;NA
ENSDARG00000003383;asb8;ASB8;ENSG00000177981;   140461
ENSDARG00000056247;bricd5;BRICD5;ENSG00000182685;   283870
ENSDARG00000060021;vcpkmt;VCPKMT;ENSG00000100483;    79609
ENSDARG00000018077;rbp1;RBP1;ENSG00000114115;     5947
ENSDARG00000096269;CR388364.1;NA;NA;NA
ENSDARG00000030251;klhl36;KLHL36;ENSG00000135686;    79786
ENSDARG00000042031;gorab;GORAB;ENSG00000120370;    92344
ENSDARG00000104903;cdkn1cb;CDKN1C;ENSG00000129757;     1028
ENSDARG00000022841;ptk2ba;PTK2B;ENSG00000120899;     2185
ENSDARG00000060477;vps8;VPS8;ENSG00000156931;    23355
ENSDARG00000103470;polm;POLM;ENSG00000122678;    27434
ENSDARG00000058023;si:dkey-11o15.7;NA;NA;NA
ENSDARG00000094317;CU326349.1;NA;NA;NA
ENSDARG00000055313;slc12a10.1;NA;NA;NA
ENSDARG00000031496;ap1ar;NA;NA;NA
ENSDARG00000057575;pnp4a;PNP;ENSG00000198805;     4860
ENSDARG00000101628;ascl1b;ASCL2;ENSG00000183734;      430
ENSDARG00000009136;tp53bp2a;TP53BP2;ENSG00000143514;     7159
ENSDARG00000070950;styk1a;NA;NA;NA
ENSDARG00000100164;si:dkey-16p6.1;NA;NA;NA
ENSDARG00000098064;si:ch1073-205c8.5;NA;NA;NA
ENSDARG00000093730;BX539307.3;NA;NA;NA
ENSDARG00000088798;plcxd1;NA;NA;NA
ENSDARG00000053484;syne2b;NA;NA;NA
ENSDARG00000042213;si:ch211-233h19.2;KIAA1324L;ENSG00000164659;   222223
ENSDARG00000075369;nck1b;NCK1;ENSG00000158092;     4690
ENSDARG00000032856;ccdc120;CCDC120;ENSG00000147144;    90060
ENSDARG00000044975;krt94;KRT19;ENSG00000171345;     3880
ENSDARG00000093732;CR396583.1;NA;NA;NA
ENSDARG00000045677;opn1sw1;OPN1SW;ENSG00000128617;      611
ENSDARG00000055271;nkd2a;NKD2;ENSG00000145506;    85409
ENSDARG00000069314;tmem199;TMEM199;ENSG00000244045;   147007
ENSDARG00000094621;BX323543.4;NA;NA;NA
ENSDARG00000074813;btr05;NA;NA;NA
ENSDARG00000044405;ttc4;TTC4;ENSG00000243725;     7268
ENSDARG00000053215;me1;ME1;ENSG00000065833;     4199
ENSDARG00000099600;si:dkey-93h22.7;NA;NA;NA
ENSDARG00000070849;rps15;RPS15;ENSG00000115268;     6209
ENSDARG00000057983;svopl;SVOPL;ENSG00000157703;   136306
ENSDARG00000056209;myoz1a;MYOZ1;ENSG00000177791;    58529
ENSDARG00000100261;si:ch1073-266p11.2;MAP10;ENSG00000212916;    54627
ENSDARG00000101794;atp6v0e1;ATP6V0E1;ENSG00000113732;     8992
ENSDARG00000094469;wu:fc63a07;ZFP92;ENSG00000189420;   139735
ENSDARG00000094469;wu:fc63a07;ZNF282;ENSG00000170265;     8427
ENSDARG00000094469;wu:fc63a07;ZNF689;ENSG00000156853;   115509
ENSDARG00000094469;wu:fc63a07;ZNF420;ENSG00000197050;   147923
ENSDARG00000094469;wu:fc63a07;ZNF594;ENSG00000180626;    84622
ENSDARG00000094469;wu:fc63a07;ZNF764;ENSG00000169951;    92595
ENSDARG00000094469;wu:fc63a07;AC002310.5;ENSG00000261459;NA
ENSDARG00000094469;wu:fc63a07;ZNF747;ENSG00000169955;    65988
ENSDARG00000094469;wu:fc63a07;AC002310.4;ENSG00000260869;NA
ENSDARG00000094469;wu:fc63a07;CTCFL;ENSG00000124092;   140690
ENSDARG00000094469;wu:fc63a07;ZNF347;ENSG00000197937;    84671
ENSDARG00000094469;wu:fc63a07;ZNF107;ENSG00000196247;    51427
ENSDARG00000094469;wu:fc63a07;ZNF785;ENSG00000197162;   146540
ENSDARG00000094469;wu:fc63a07;ZNF184;ENSG00000096654;     7738
ENSDARG00000094469;wu:fc63a07;ZNF84;ENSG00000198040;     7637
ENSDARG00000094469;wu:fc63a07;ZNF208;ENSG00000160321;     7757
ENSDARG00000094469;wu:fc63a07;ZNF688;ENSG00000229809;   146542
ENSDARG00000094469;wu:fc63a07;ZNF91;ENSG00000167232;     7644
ENSDARG00000094469;wu:fc63a07;ZNF48;ENSG00000180035;   197407
ENSDARG00000094469;wu:fc63a07;AC010615.4;ENSG00000269237;NA
ENSDARG00000094469;wu:fc63a07;ZNF729;ENSG00000196350;100287226
ENSDARG00000094469;wu:fc63a07;ZNF99;ENSG00000213973;     7652
ENSDARG00000094469;wu:fc63a07;ZNF569;ENSG00000196437;   148266
ENSDARG00000094469;wu:fc63a07;ZNF160;ENSG00000170949;    90338
ENSDARG00000094469;wu:fc63a07;ZNF665;ENSG00000197497;    79788
ENSDARG00000094469;wu:fc63a07;ZNF181;ENSG00000197841;   339318
ENSDARG00000094469;wu:fc63a07;ZNF302;ENSG00000089335;    55900
ENSDARG00000094469;wu:fc63a07;ZNF497;ENSG00000174586;   162968
ENSDARG00000042975;auh;AUH;ENSG00000148090;      549
ENSDARG00000054362;ccdc47;CCDC47;ENSG00000108588;    57003
ENSDARG00000105418;CU457819.4;NA;NA;NA
ENSDARG00000087681;si:dkey-1c11.1;DRAXIN;ENSG00000162490;   374946
ENSDARG00000043046;fbxl5;FBXL5;ENSG00000118564;    26234
ENSDARG00000103143;si:dkey-19c16.12;NA;NA;NA
ENSDARG00000105340;ano9a;NA;NA;NA
ENSDARG00000091897;BX323884.1;NA;NA;NA
ENSDARG00000103015;hist1h2a2;H2AFX;ENSG00000188486;     3014
ENSDARG00000016856;pon2;PON3;ENSG00000105852;     5446
ENSDARG00000016856;pon2;PON2;ENSG00000105854;     5445
ENSDARG00000016856;pon2;PON1;ENSG00000005421;     5444
ENSDARG00000051940;ugt2a1;NA;NA;NA
ENSDARG00000077165;kcnj3a;KCNJ3;ENSG00000162989;     3760
ENSDARG00000076572;crygm2d7;CRYGD;ENSG00000118231;     1421
ENSDARG00000076572;crygm2d7;CRYGB;ENSG00000182187;     1419
ENSDARG00000076572;crygm2d7;CRYGC;ENSG00000163254;     1420
ENSDARG00000076572;crygm2d7;CRYGA;ENSG00000168582;     1418
ENSDARG00000102727;si:ch73-182e20.4;PRSS42;ENSG00000178055;   339906
ENSDARG00000102727;si:ch73-182e20.4;PRSS33;ENSG00000103355;   260429
ENSDARG00000102727;si:ch73-182e20.4;TMPRSS12;ENSG00000186452;   283471
ENSDARG00000102727;si:ch73-182e20.4;PRSS57;ENSG00000185198;   400668
ENSDARG00000102727;si:ch73-182e20.4;PRSS27;ENSG00000172382;    83886
ENSDARG00000102727;si:ch73-182e20.4;KLK15;ENSG00000174562;    55554
ENSDARG00000102727;si:ch73-182e20.4;PRSS50;ENSG00000206549;NA
ENSDARG00000102727;si:ch73-182e20.4;PRSS50;ENSG00000283706;    29122
ENSDARG00000102727;si:ch73-182e20.4;PRSS48;ENSG00000189099;   345062
ENSDARG00000102727;si:ch73-182e20.4;AC011473.4;ENSG00000269741;NA
ENSDARG00000102727;si:ch73-182e20.4;KLK9;ENSG00000213022;   284366
ENSDARG00000102727;si:ch73-182e20.4;PRSS37;ENSG00000165076;   136242
ENSDARG00000102565;vasnb;VASN;ENSG00000168140;   114990
ENSDARG00000105293;srsf4;SRSF4;ENSG00000116350;     6429
ENSDARG00000095348;sh2d1aa;SH2D1A;ENSG00000183918;     4068
ENSDARG00000093108;CT573344.1;NA;NA;NA
ENSDARG00000039093;got1;GOT1;ENSG00000120053;     2805
ENSDARG00000045644;ca12;CA12;ENSG00000074410;      771
ENSDARG00000105735;or133-7;NA;NA;NA
ENSDARG00000104811;cyp2aa2;CYP2C8;ENSG00000138115;     1558
ENSDARG00000094557;nupr1b;NUPR1;ENSG00000176046;    26471
ENSDARG00000094557;nupr1b;NUPR2;ENSG00000185290;   389493
ENSDARG00000088807;klhl22;KLHL22;ENSG00000099910;    84861
ENSDARG00000088807;klhl22;AC007731.4;ENSG00000277971;NA
ENSDARG00000098201;mtmr3;MTMR3;ENSG00000100330;     8897
ENSDARG00000099705;foxred1;FOXRED1;ENSG00000110074;    55572
ENSDARG00000014746;rbfox1;RBFOX1;ENSG00000078328;    54715
ENSDARG00000074623;tbc1d31;TBC1D31;ENSG00000156787;    93594
ENSDARG00000100822;mapk15;MAPK15;ENSG00000181085;   225689
ENSDARG00000055797;cnpy4;CNPY4;ENSG00000166997;   245812
ENSDARG00000021147;nipal3;NIPAL3;ENSG00000001461;    57185
ENSDARG00000076811;ganab;GANAB;ENSG00000089597;    23193
ENSDARG00000058903;si:ch211-237c6.4;GPR161;ENSG00000143147;    23432
ENSDARG00000061479;thsd7aa;THSD7A;ENSG00000005108;   221981
ENSDARG00000059311;dpysl5b;DPYSL5;ENSG00000157851;    56896
ENSDARG00000014670;colgalt2;COLGALT2;ENSG00000198756;    23127
ENSDARG00000101035;CU655870.1;NA;NA;NA
ENSDARG00000093062;FP016056.1;NA;NA;NA
ENSDARG00000059109;si:dkeyp-113d7.1;NA;NA;NA
ENSDARG00000002131;celf2;CELF2;ENSG00000048740;    10659
ENSDARG00000036625;polr2f;POLR2F;ENSG00000100142;     5435
ENSDARG00000105775;or109-6;NA;NA;NA
ENSDARG00000101652;haus6;HAUS6;ENSG00000147874;    54801
ENSDARG00000028335;hmga1a;NA;NA;NA
ENSDARG00000069196;ebf1b;EBF1;ENSG00000164330;     1879
ENSDARG00000099748;si:ch73-46n24.1;NA;NA;NA
ENSDARG00000024631;nlrc5;NA;NA;NA
ENSDARG00000008131;sox1b;NA;NA;NA
ENSDARG00000104111;mrps30;MRPS30;ENSG00000112996;    10884
ENSDARG00000057037;kcnk12l;KCNK7;ENSG00000173338;    10089
ENSDARG00000057037;kcnk12l;KCNK17;ENSG00000124780;    89822
ENSDARG00000098020;BX005129.5;NA;NA;NA
ENSDARG00000011233;pcyt1aa;PCYT1A;ENSG00000161217;     5130
ENSDARG00000096097;si:dkeyp-98a7.4;NA;NA;NA
ENSDARG00000096672;BX296562.1;NA;NA;NA
ENSDARG00000071095;abi3bpb;ABI3BP;ENSG00000154175;    25890
ENSDARG00000003944;nmur1b;NMUR1;ENSG00000171596;    10316
ENSDARG00000071211;zgc:112255;C1orf50;ENSG00000164008;    79078
ENSDARG00000096593;CR478288.1;NA;NA;NA
ENSDARG00000044627;alg8;ALG8;ENSG00000159063;    79053
ENSDARG00000094739;BX530079.1;NA;NA;NA
ENSDARG00000059887;eral1;ERAL1;ENSG00000132591;    26284
ENSDARG00000056112;pikfyve;PIKFYVE;ENSG00000115020;   200576
ENSDARG00000097524;BX005129.2;NA;NA;NA
ENSDARG00000037155;si:dkey-78k11.9;NPSR1;ENSG00000187258;   387129
ENSDARG00000060748;tsfm;TSFM;ENSG00000123297;    10102
ENSDARG00000011934;gyg1a;GYG1;ENSG00000163754;     2992
ENSDARG00000014591;ilf2;ILF2;ENSG00000143621;     3608
ENSDARG00000027589;fzd7b;FZD7;ENSG00000155760;     8324
ENSDARG00000037598;prf1.5;NA;NA;NA
ENSDARG00000031136;moxd1;MOXD1;ENSG00000079931;    26002
ENSDARG00000091614;si:dkey-62k3.6;PLSCR4;ENSG00000114698;    57088
ENSDARG00000091614;si:dkey-62k3.6;PLSCR2;ENSG00000163746;    57047
ENSDARG00000091614;si:dkey-62k3.6;PLSCR5;ENSG00000231213;   389158
ENSDARG00000091614;si:dkey-62k3.6;PLSCR3;ENSG00000187838;    57048
ENSDARG00000033551;fbxw4;FBXW4;ENSG00000107829;     6468
ENSDARG00000097507;BX324164.4;NA;NA;NA
ENSDARG00000063244;lix1l;NA;NA;NA
ENSDARG00000000349;cfap300;CFAP300;ENSG00000137691;    85016
ENSDARG00000060946;pip5kl1;PIP5KL1;ENSG00000167103;   138429
ENSDARG00000097686;FP325112.1;NA;NA;NA
ENSDARG00000104540;cyp2aa8;CYP2C8;ENSG00000138115;     1558
